Gene_set	Term	Overlap	P-value	Adjusted_P-value	Old_P-value	Old_Adjusted_P-value	Odds_Ratio	Combined_Score	Genes
Drug_Perturbations_from_GEO_down	VX 39793 human GSE33606 sample 3376	82/367	3.8644282689166865e-35	3.4857142985628515e-32	0	0	6.764456709814486	536.0065158142529	CDA;OXTR;OLFML2B;GPR65;SERPINE1;MS4A7;GIMAP4;PRSS23;ETS1;CYR61;CTGF;GLIPR1;CDH2;ADORA3;ENC1;C3AR1;EPSTI1;ANKRD1;IER5;LMCD1;SRGN;ANXA1;GPR34;TPM4;ITGA2;RNASE6;KRT7;DKK1;MMP9;SYTL2;FGR;HCK;MS4A6A;TYROBP;MELK;SLFN11;COL4A1;HCLS1;MYH9;ITGA5;FJX1;TNFRSF21;RAI14;CREB5;LXN;SEMA3C;C5AR1;NEXN;IQGAP1;ARHGAP15;SAMSN1;FSTL1;THBS1;PDLIM1;HLA-DMB;IFI16;ARSJ;PDGFC;STAT4;STK38L;CCL2;FILIP1L;GBP1;CDKN2B;LAMB3;IL10RA;OSBPL3;HSPA6;LAPTM5;LY86;TPX2;SPSB1;EVI2A;DHRS9;MAFF;ZYX;HLA-DRA;MNDA;FCGR2B;EVI2B;HAMP;PAM
Drug_Perturbations_from_GEO_down	cisplatin DB00515 mouse GSE6206 sample 2692	69/307	7.574295853192576e-30	3.4160074297898505e-27	0	0	6.723984679867033	450.86194883601087	ITGB1;NRP1;SPARC;SH3KBP1;SERPINE1;COL12A1;TNC;PRSS23;CYR61;CTGF;GLIPR1;CDH2;ANKRD1;SH3GLB1;ACTR3;MBNL1;POSTN;ANXA1;UNC5B;ACTN1;F2R;BGN;PAWR;REXO2;HSPG2;ENAH;RCN3;RCN1;COL4A2;LOX;MTHFD2;COL4A1;PALLD;CDH11;FSCN1;COL8A1;MYH9;KDELR3;ITGA5;PHLDB2;PPIC;MEG3;COL11A1;HTRA1;IQGAP1;THBS2;FSTL1;FBLN2;THBS1;HSP90B1;PDLIM1;CALD1;DNAJB4;PDGFC;SERPINH1;WBP5;TXNDC5;FN1;CDC42BPA;COL1A1;MFAP5;COL3A1;DAP;COL1A2;COL5A1;NEDD4;COL5A2;ZYX;FBN1
Drug_Perturbations_from_GEO_down	cisplatin DB00515 mouse GSE6206 sample 3412	67/321	5.352217680857553e-27	1.6092334493778375e-24	0	0	6.0976387602285005	368.8601109550196	ITGB1;NRP1;SPARC;SH3KBP1;SERPINE1;COL12A1;TNC;LOXL3;PRSS23;CYR61;CTGF;GLIPR1;CDH2;ANKRD1;TIMP1;ACTR3;MBNL1;POSTN;ANXA1;UNC5B;ACTN1;F2R;BGN;PAWR;REXO2;HSPG2;ENAH;RCN3;RCN1;COL4A2;LOX;COL4A1;PALLD;CDH11;FSCN1;COL8A1;MYH9;ITGA5;PHLDB2;PPIC;MEG3;COL11A1;HTRA1;IQGAP1;THBS2;FSTL1;FBLN2;THBS1;FAM129B;HSP90B1;CALD1;PDGFC;SERPINH1;WBP5;TXNDC5;FN1;COL1A1;MFAP5;COL3A1;DAP;COL1A2;COL5A1;NEDD4;COL5A2;ZYX;SEC24D;FBN1
Drug_Perturbations_from_GEO_down	rosiglitazone DB00412 mouse GSE35011 sample 3267	57/271	2.696406022920597e-23	6.0803955816859455e-21	0	0	6.095534158539069	316.7698990836475	SPARC;SERPINE2;SERPINE1;TNC;LOXL3;PLOD2;PRSS23;CYR61;CTGF;PLS3;TIMP1;PDGFRB;ACTR3;SRGN;ANXA1;TPM4;ACTN1;F2R;BGN;DCN;RCN3;RCN1;COL4A2;LOX;COL4A1;PALLD;RHOJ;CDH11;COL6A3;MYH9;PHLDB2;PPIC;TMEM45A;HTRA1;THY1;THBS2;FSTL1;FBLN2;THBS1;FAM129B;HSP90B1;CCL8;S100A16;CALD1;SERPINH1;WBP5;FN1;COL1A1;MFAP5;COL3A1;COL1A2;COL5A1;ARPC2;COL5A2;MNDA;FXYD5;FBN1
Drug_Perturbations_from_GEO_down	hydrocortisone DB00741 human GSE7890 sample 2751	56/295	1.1854077096668528e-20	2.1384755082390026e-18	0	0	5.348605890120565	245.40267669550127	ITGB1;ECM1;SPARC;SERPINE2;SERPINE1;TNC;PLOD2;CTGF;CDH2;TIMP1;POSTN;PTGIS;DYNLT1;ACTN1;IGFBP3;BGN;HSPG2;CLDN11;FNDC1;COL4A2;LOX;MTHFD2;COL6A3;MXRA5;PPIC;COL15A1;HTRA1;TNFRSF11B;THY1;THBS2;FBLN2;THBS1;HSP90B1;PRDX4;PDGFC;SERPINH1;S100A11;OSBPL8;LUM;FAM46A;MICAL2;SULF1;COL1A1;MFAP5;COL3A1;COL1A2;FAP;COL5A1;ARPC2;COL5A2;ITGA11;ZYX;TGFBI;PAM;NUCB2;FBN1
Drug_Perturbations_from_GEO_down	sunitinib 5329102 rat GSE6929 sample 2491	67/414	1.6493725815389843e-20	2.4795567809136067e-18	0	0	4.441395434254393	202.31136648063548	NRP1;SPARC;PLEK;PLOD2;SLC2A5;PRSS23;ETS1;CYR61;OASL;PYCARD;GLIPR1;PTTG1;RGS1;ARHGDIB;CD37;ARRDC4;SRGN;TRPC6;PTGIS;IFNGR1;F2R;ITGA1;CKAP2;IRAK3;FOS;RUNX1;TLR1;CLDN5;FNDC1;COL4A2;LOX;MTHFD2;COL4A1;COL6A3;TLR7;CD48;PPIC;CLEC12A;C5AR1;P2RY6;WBP5;ECT2;SLC38A2;S100A11;CTHRC1;ANGPT2;LUM;OSBPL3;LY86;ISG15;PLXDC2;COL1A1;FAM111A;COL1A2;ARHGAP30;NR4A3;KLHL6;MAFF;COL5A2;ALOX5AP;GNB4;RGS10;ITGBL1;FXYD5;CD69;FCGR2B;FBN1
Drug_Perturbations_from_GEO_down	formaldehyde 712 rat GSE7002 sample 3539	61/376	8.031462215231071e-19	1.0349112740197751e-16	0	0	4.429467423628007	184.5570830211844	CDKN1A;SPARC;PLEK;TNC;PLOD2;CLDN1;TNF;C1QTNF3;GLIPR1;OLR1;CD37;MAP3K8;TIMP1;GAL3ST4;ARRDC4;CD53;SRGN;POSTN;IL1R2;PLAUR;SOX11;DCN;FGR;IL1B;IRF1;COL6A3;MNS1;PPIC;BIRC3;TMEM45A;C5AR1;SAMSN1;PAPSS2;PTGS1;WIF1;CLEC7A;CCL3;CCL2;FCGR1A;CTHRC1;LAMB3;LUM;FN1;PYCR1;ISG15;LILRB4;COL1A1;MFAP5;FAM111A;BST1;COL3A1;COL1A2;EVI2A;DHRS9;COL5A2;ALOX5AP;CD69;TGFBI;EVI2B;PIK3AP1;ADA
Drug_Perturbations_from_GEO_down	VX 39793 human GSE33606 sample 3345	61/380	1.3719502884363778e-18	1.546873950212016e-16	0	0	4.372994988902364	179.86258869976868	SPARC;OLFML2B;GMFG;SERPINE1;MS4A7;PLAU;ADORA3;NFKBIZ;C3AR1;ANKRD1;TIMP1;DENND2D;MEF2C;ANXA1;GPR34;ITGA2;RNASE6;DCN;MRAP;HCK;MS4A6A;TYROBP;RAB31;COL4A2;MTHFD2;COL4A1;PXDN;COL8A1;HCLS1;COL6A3;ZFPM2;TNFRSF21;LXN;SEMA3C;NEXN;ITPR2;LY96;THBS2;PTGS1;HLA-DMB;C7;IFI16;HMOX1;CCL2;CTHRC1;FOXF1;LUM;LY86;LAMB1;COL3A1;COL1A2;EVI2A;FAP;TNFSF4;NEDD4;COL5A2;ITGBL1;HLA-DRA;TCF4;EVI2B;FBN1
Drug_Perturbations_from_GEO_down	dexamethasone DB01234 mouse GSE11056 sample 3358	53/328	1.981011229226496e-16	1.9854134764025553e-14	0	0	4.375141292442497	158.1952827937509	SPI1;GPR65;LST1;LRMP;CD3D;CYR61;EPSTI1;ITGAX;EMILIN2;CD37;GPSM3;GPR35;SLC11A1;RNASE6;CYBB;MMP9;TLR1;FGR;HCK;TYROBP;BANK1;IL1B;HCLS1;COL6A3;IRF8;CD48;KDELR3;WAS;THY1;CACNA1C;FYB;P2RY6;SRPX2;STAT4;SLC38A5;KLRG1;CTHRC1;PYHIN1;LY86;IFI44;PYCR1;PILRA;PLXDC2;LILRB4;DEF6;PTPRE;COL3A1;KLHL6;IL2RB;MNDA;CD69;EVI2B;MYO1F
Drug_Perturbations_from_GEO_down	Etanercept DB00005 human GSE36177 sample 2597	56/379	1.5956719400457746e-15	1.439296089921289e-13	0	0	3.9400271786943	134.2425630037231	CDKN1A;CD83;GPR65;PLEK;TNFAIP2;TNFSF13B;HK3;PLAU;KYNU;ZC3H12A;CLEC5A;C3AR1;OLR1;SLC39A8;MAP3K8;UPP1;JAK2;IER5;IKBKE;SH3GLB1;ACTR3;GBP5;IL4R;RIPK2;DDX58;CYBB;IRAK3;BAZ1A;SERPINB8;MMP9;VAV1;HCK;FSCN1;GLRX;ZC3HAV1;HIF1A;SAMSN1;SOCS3;IFI16;NLRP3;CD58;GBP2;FCGR1A;GBP1;FCGR1B;STAT1;ANKRD22;OSM;NMI;PTPN12;PARP14;BATF;FAS;PIK3AP1;HAMP;PAM
